CustomerKey,age_cleaned,age_bin,job,marital,education,edu_group,income_group,default,housing,loan,financial_status
4637,38,30-39,blue-collar,married,university.degree,Advanced,Low Income,no,no,no,No Obligations
4638,26,20-29,unemployed,single,basic.9y,Elementary,No Income,no,yes,yes,Has Obligations
4639,35,30-39,management,divorced,university.degree,Advanced,High Income,no,no,no,No Obligations
4640,33,30-39,blue-collar,single,basic.6y,Elementary,Low Income,no,no,yes,Has Obligations
4641,39,30-39,admin.,divorced,basic.9y,Elementary,Medium Income,no,yes,no,Has Obligations
4642,44,40-49,blue-collar,single,high.school,Secondary,Low Income,no,yes,yes,Has Obligations
4643,44,40-49,blue-collar,divorced,basic.6y,Elementary,Low Income,no,no,yes,Has Obligations
4644,24,20-29,unemployed,single,high.school,Secondary,No Income,no,yes,no,Has Obligations
4645,41,40-49,blue-collar,married,university.degree,Advanced,Low Income,no,yes,no,Has Obligations
4646,31,30-39,admin.,married,university.degree,Advanced,Medium Income,no,no,yes,Has Obligations
4647,44,40-49,housemaid,married,high.school,Secondary,No Income,no,yes,yes,Has Obligations
4648,57,50-59,admin.,married,basic.4y,Elementary,Medium Income,no,yes,no,Has Obligations
4649,55,50-59,services,divorced,high.school,Secondary,Low Income,no,yes,yes,Has Obligations
4650,50,40-49,entrepreneur,married,university.degree,Advanced,High Income,no,yes,yes,Has Obligations
4651,56,50-59,unemployed,divorced,professional.course,Secondary,No Income,no,no,no,No Obligations
4652,31,30-39,services,divorced,high.school,Secondary,Low Income,no,no,no,No Obligations
4653,49,40-49,services,divorced,high.school,Secondary,Low Income,no,yes,no,Has Obligations
4654,42,40-49,unemployed,married,university.degree,Advanced,No Income,no,yes,no,Has Obligations
4655,35,30-39,technician,married,high.school,Secondary,Medium Income,no,yes,no,Has Obligations
4656,57,50-59,admin.,married,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
4657,29,20-29,entrepreneur,married,university.degree,Advanced,High Income,no,no,no,No Obligations
4658,55,50-59,services,married,basic.6y,Elementary,Low Income,no,no,no,No Obligations
4659,34,30-39,admin.,married,professional.course,Secondary,Medium Income,no,no,yes,Has Obligations
4660,32,30-39,blue-collar,single,basic.4y,Elementary,Low Income,no,no,no,No Obligations
4661,33,30-39,self-employed,single,professional.course,Secondary,High Income,no,yes,no,Has Obligations
4662,24,20-29,admin.,married,high.school,Secondary,Medium Income,no,no,no,No Obligations
4663,34,30-39,management,single,university.degree,Advanced,High Income,no,yes,no,Has Obligations
4664,43,40-49,management,married,basic.9y,Elementary,High Income,no,no,no,No Obligations
4665,38,30-39,entrepreneur,married,basic.9y,Elementary,High Income,no,no,yes,Has Obligations
4666,48,40-49,management,married,high.school,Secondary,High Income,no,no,no,No Obligations
4667,26,20-29,management,single,university.degree,Advanced,High Income,no,yes,no,Has Obligations
4668,59,50-59,housemaid,married,basic.4y,Elementary,No Income,no,no,no,No Obligations
4669,27,20-29,admin.,single,professional.course,Secondary,Medium Income,no,no,no,No Obligations
4670,52,50-59,admin.,divorced,university.degree,Advanced,Medium Income,no,yes,yes,Has Obligations
4671,43,40-49,admin.,single,high.school,Secondary,Medium Income,no,yes,no,Has Obligations
4672,43,40-49,management,single,university.degree,Advanced,High Income,no,yes,yes,Has Obligations
4673,26,20-29,entrepreneur,married,professional.course,Secondary,High Income,no,yes,no,Has Obligations
4674,56,50-59,technician,divorced,professional.course,Secondary,Medium Income,no,no,no,No Obligations
4675,30,20-29,services,married,basic.9y,Elementary,Low Income,no,no,no,No Obligations
4676,48,40-49,technician,divorced,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
4677,30,20-29,unemployed,single,basic.4y,Elementary,No Income,no,no,yes,Has Obligations
4678,27,20-29,admin.,single,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
4679,37,30-39,services,married,basic.6y,Elementary,Low Income,no,yes,no,Has Obligations
4680,34,30-39,technician,single,university.degree,Advanced,Medium Income,no,yes,yes,Has Obligations
4681,44,40-49,blue-collar,single,university.degree,Advanced,Low Income,no,yes,yes,Has Obligations
4682,31,30-39,management,single,basic.9y,Elementary,High Income,no,yes,no,Has Obligations
4683,40,30-39,technician,divorced,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
4684,32,30-39,blue-collar,married,university.degree,Advanced,Low Income,no,no,no,No Obligations
4685,34,30-39,self-employed,divorced,professional.course,Secondary,High Income,no,no,no,No Obligations
4686,29,20-29,technician,single,university.degree,Advanced,Medium Income,no,no,yes,Has Obligations
4687,23,20-29,admin.,single,high.school,Secondary,Medium Income,no,no,no,No Obligations
4688,20,10-19,blue-collar,married,basic.4y,Elementary,Low Income,no,no,yes,Has Obligations
4689,36,30-39,blue-collar,married,basic.4y,Elementary,Low Income,no,yes,yes,Has Obligations
4690,34,30-39,services,single,high.school,Secondary,Low Income,no,yes,no,Has Obligations
4691,27,20-29,entrepreneur,married,high.school,Secondary,High Income,no,no,no,No Obligations
4692,26,20-29,entrepreneur,married,basic.4y,Elementary,High Income,no,no,no,No Obligations
4693,37,30-39,services,divorced,basic.6y,Elementary,Low Income,no,yes,yes,Has Obligations
4694,23,20-29,entrepreneur,married,professional.course,Secondary,High Income,no,no,no,No Obligations
4695,37,30-39,entrepreneur,single,basic.9y,Elementary,High Income,no,yes,no,Has Obligations
4696,43,40-49,management,single,university.degree,Advanced,High Income,no,no,no,No Obligations
4697,23,20-29,entrepreneur,married,professional.course,Secondary,High Income,no,yes,no,Has Obligations
4698,27,20-29,management,single,university.degree,Advanced,High Income,no,yes,yes,Has Obligations
4699,41,40-49,blue-collar,married,university.degree,Advanced,Low Income,no,yes,yes,Has Obligations
4700,41,40-49,blue-collar,married,university.degree,Advanced,Low Income,no,no,yes,Has Obligations
4701,52,50-59,retired,married,basic.6y,Elementary,Medium Income,no,no,no,No Obligations
4702,43,40-49,admin.,single,high.school,Secondary,Medium Income,no,yes,yes,Has Obligations
4703,55,50-59,retired,married,basic.6y,Elementary,Medium Income,no,yes,yes,Has Obligations
4704,27,20-29,admin.,single,high.school,Secondary,Medium Income,no,yes,yes,Has Obligations
4705,50,40-49,admin.,married,professional.course,Secondary,Medium Income,no,yes,yes,Has Obligations
4706,28,20-29,blue-collar,divorced,high.school,Secondary,Low Income,no,yes,yes,Has Obligations
4707,57,50-59,retired,married,professional.course,Secondary,Medium Income,no,no,yes,Has Obligations
4708,27,20-29,admin.,single,professional.course,Secondary,Medium Income,no,no,yes,Has Obligations
4709,55,50-59,services,married,basic.6y,Elementary,Low Income,no,yes,no,Has Obligations
4710,31,30-39,self-employed,married,university.degree,Advanced,High Income,no,yes,no,Has Obligations
4711,43,40-49,blue-collar,divorced,high.school,Secondary,Low Income,no,yes,no,Has Obligations
4712,32,30-39,blue-collar,single,basic.4y,Elementary,Low Income,no,yes,no,Has Obligations
4713,28,20-29,services,married,high.school,Secondary,Low Income,no,no,yes,Has Obligations
4714,26,20-29,blue-collar,single,professional.course,Secondary,Low Income,no,no,no,No Obligations
4715,26,20-29,admin.,single,basic.9y,Elementary,Medium Income,no,yes,yes,Has Obligations
4716,55,50-59,retired,married,basic.6y,Elementary,Medium Income,no,yes,no,Has Obligations
4717,48,40-49,management,married,high.school,Secondary,High Income,no,yes,no,Has Obligations
4718,34,30-39,entrepreneur,single,basic.9y,Elementary,High Income,no,yes,no,Has Obligations
4719,23,20-29,admin.,single,high.school,Secondary,Medium Income,no,yes,no,Has Obligations
4720,27,20-29,self-employed,single,professional.course,Secondary,High Income,no,yes,no,Has Obligations
4721,30,20-29,blue-collar,married,basic.6y,Elementary,Low Income,no,yes,yes,Has Obligations
4722,24,20-29,technician,married,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
4723,56,50-59,unemployed,divorced,professional.course,Secondary,No Income,no,yes,no,Has Obligations
4724,32,30-39,entrepreneur,married,basic.9y,Elementary,High Income,no,yes,no,Has Obligations
4725,31,30-39,admin.,single,professional.course,Secondary,Medium Income,no,no,no,No Obligations
4726,32,30-39,admin.,married,basic.9y,Elementary,Medium Income,no,no,no,No Obligations
4727,32,30-39,management,married,university.degree,Advanced,High Income,no,yes,yes,Has Obligations
4728,35,30-39,self-employed,single,university.degree,Advanced,High Income,no,no,no,No Obligations
4729,45,40-49,technician,divorced,basic.9y,Elementary,Medium Income,no,no,no,No Obligations
4730,52,50-59,retired,married,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
4731,42,40-49,entrepreneur,married,basic.9y,Elementary,High Income,no,yes,no,Has Obligations
4732,53,50-59,admin.,married,university.degree,Advanced,Medium Income,no,yes,yes,Has Obligations
4733,40,30-39,technician,married,professional.course,Secondary,Medium Income,no,yes,yes,Has Obligations
4734,57,50-59,blue-collar,married,basic.6y,Elementary,Low Income,no,yes,no,Has Obligations
4735,30,20-29,technician,single,university.degree,Advanced,Medium Income,no,yes,yes,Has Obligations
4736,35,30-39,self-employed,single,university.degree,Advanced,High Income,no,yes,no,Has Obligations
4737,43,40-49,housemaid,married,basic.4y,Elementary,No Income,no,yes,no,Has Obligations
4738,52,50-59,blue-collar,divorced,basic.9y,Elementary,Low Income,no,yes,no,Has Obligations
4739,27,20-29,unemployed,married,basic.6y,Elementary,No Income,no,yes,no,Has Obligations
4740,27,20-29,unemployed,married,basic.6y,Elementary,No Income,no,no,no,No Obligations
4741,42,40-49,technician,married,high.school,Secondary,Medium Income,no,yes,no,Has Obligations
4742,59,50-59,blue-collar,divorced,basic.9y,Elementary,Low Income,no,no,no,No Obligations
4743,51,50-59,technician,married,university.degree,Advanced,Medium Income,no,yes,yes,Has Obligations
4744,32,30-39,blue-collar,married,basic.4y,Elementary,Low Income,no,no,yes,Has Obligations
4745,31,30-39,management,single,university.degree,Advanced,High Income,no,yes,yes,Has Obligations
4746,39,30-39,entrepreneur,divorced,basic.4y,Elementary,High Income,no,no,no,No Obligations
4747,31,30-39,technician,divorced,professional.course,Secondary,Medium Income,no,no,no,No Obligations
4748,44,40-49,unemployed,married,basic.9y,Elementary,No Income,no,no,yes,Has Obligations
4749,31,30-39,technician,divorced,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
4750,28,20-29,technician,married,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
4751,44,40-49,unemployed,married,basic.9y,Elementary,No Income,no,yes,no,Has Obligations
4752,55,50-59,admin.,divorced,high.school,Secondary,Medium Income,no,yes,no,Has Obligations
4753,28,20-29,blue-collar,single,professional.course,Secondary,Low Income,no,yes,no,Has Obligations
4754,26,20-29,technician,married,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
4755,31,30-39,housemaid,married,basic.9y,Elementary,No Income,no,yes,no,Has Obligations
4756,50,40-49,admin.,single,high.school,Secondary,Medium Income,no,yes,no,Has Obligations
4757,22,20-29,student,single,high.school,Secondary,No Income,no,no,yes,Has Obligations
4758,32,30-39,technician,single,university.degree,Advanced,Medium Income,no,no,yes,Has Obligations
4759,40,30-39,unemployed,married,university.degree,Advanced,No Income,no,yes,no,Has Obligations
4760,55,50-59,retired,married,basic.9y,Elementary,Medium Income,no,no,no,No Obligations
4761,23,20-29,unemployed,single,university.degree,Advanced,No Income,no,yes,no,Has Obligations
4762,25,20-29,housemaid,single,high.school,Secondary,No Income,no,no,no,No Obligations
4763,51,50-59,housemaid,married,basic.4y,Elementary,No Income,no,no,no,No Obligations
4764,55,50-59,management,divorced,basic.6y,Elementary,High Income,no,yes,yes,Has Obligations
4765,28,20-29,blue-collar,married,basic.4y,Elementary,Low Income,no,no,yes,Has Obligations
4766,44,40-49,housemaid,married,basic.4y,Elementary,No Income,no,yes,no,Has Obligations
4767,45,40-49,self-employed,married,basic.9y,Elementary,High Income,no,yes,no,Has Obligations
4768,45,40-49,self-employed,married,basic.9y,Elementary,High Income,no,yes,yes,Has Obligations
4769,37,30-39,entrepreneur,divorced,university.degree,Advanced,High Income,no,yes,no,Has Obligations
4770,34,30-39,blue-collar,single,high.school,Secondary,Low Income,no,no,no,No Obligations
4771,37,30-39,entrepreneur,divorced,university.degree,Advanced,High Income,no,no,yes,Has Obligations
4772,29,20-29,management,single,high.school,Secondary,High Income,no,yes,no,Has Obligations
4773,39,30-39,admin.,divorced,high.school,Secondary,Medium Income,no,yes,no,Has Obligations
4774,45,40-49,blue-collar,divorced,professional.course,Secondary,Low Income,no,no,no,No Obligations
4775,45,40-49,blue-collar,divorced,professional.course,Secondary,Low Income,no,yes,no,Has Obligations
4776,39,30-39,entrepreneur,divorced,basic.4y,Elementary,High Income,no,yes,yes,Has Obligations
4777,60,50-59,admin.,married,basic.4y,Elementary,Medium Income,no,yes,no,Has Obligations
4778,29,20-29,entrepreneur,married,professional.course,Secondary,High Income,no,no,no,No Obligations
4779,32,30-39,self-employed,single,university.degree,Advanced,High Income,no,no,no,No Obligations
4780,57,50-59,housemaid,married,university.degree,Advanced,No Income,no,yes,no,Has Obligations
4781,21,20-29,blue-collar,single,basic.9y,Elementary,Low Income,no,no,no,No Obligations
4782,57,50-59,housemaid,married,university.degree,Advanced,No Income,no,no,no,No Obligations
4783,27,20-29,blue-collar,single,basic.4y,Elementary,Low Income,no,yes,no,Has Obligations
4784,60,50-59,blue-collar,married,basic.4y,Elementary,Low Income,no,no,no,No Obligations
4785,60,50-59,blue-collar,married,basic.4y,Elementary,Low Income,no,no,yes,Has Obligations
4786,34,30-39,admin.,married,high.school,Secondary,Medium Income,no,no,yes,Has Obligations
4787,20,10-19,admin.,single,high.school,Secondary,Medium Income,no,no,no,No Obligations
4788,41,40-49,unemployed,single,high.school,Secondary,No Income,no,no,no,No Obligations
4789,24,20-29,management,married,university.degree,Advanced,High Income,no,no,no,No Obligations
4790,41,40-49,unemployed,single,high.school,Secondary,No Income,no,yes,no,Has Obligations
4791,27,20-29,unemployed,married,basic.6y,Elementary,No Income,no,no,yes,Has Obligations
4792,25,20-29,technician,married,university.degree,Advanced,Medium Income,no,no,no,No Obligations
4793,46,40-49,technician,married,university.degree,Advanced,Medium Income,no,no,no,No Obligations
4794,27,20-29,technician,divorced,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
4795,48,40-49,technician,single,professional.course,Secondary,Medium Income,no,yes,yes,Has Obligations
4796,28,20-29,blue-collar,single,professional.course,Secondary,Low Income,no,no,no,No Obligations
4797,55,50-59,management,divorced,basic.6y,Elementary,High Income,no,no,no,No Obligations
4798,32,30-39,technician,single,university.degree,Advanced,Medium Income,no,yes,yes,Has Obligations
4799,36,30-39,technician,divorced,basic.9y,Elementary,Medium Income,no,no,no,No Obligations
4800,36,30-39,technician,divorced,basic.9y,Elementary,Medium Income,no,yes,no,Has Obligations
4801,25,20-29,services,single,university.degree,Advanced,Low Income,no,yes,no,Has Obligations
4802,53,50-59,services,divorced,basic.4y,Elementary,Low Income,no,yes,no,Has Obligations
4803,52,50-59,blue-collar,divorced,basic.9y,Elementary,Low Income,no,no,no,No Obligations
4804,26,20-29,services,married,high.school,Secondary,Low Income,no,yes,yes,Has Obligations
4805,27,20-29,retired,single,basic.9y,Elementary,Medium Income,no,no,no,No Obligations
4806,51,50-59,unemployed,married,professional.course,Secondary,No Income,no,yes,yes,Has Obligations
4807,57,50-59,technician,divorced,professional.course,Secondary,Medium Income,no,yes,yes,Has Obligations
4808,57,50-59,retired,divorced,high.school,Secondary,Medium Income,no,yes,no,Has Obligations
4809,48,40-49,technician,married,basic.9y,Elementary,Medium Income,no,no,no,No Obligations
4810,37,30-39,technician,divorced,university.degree,Advanced,Medium Income,no,no,no,No Obligations
4811,55,50-59,services,married,high.school,Secondary,Low Income,no,no,yes,Has Obligations
4812,56,50-59,admin.,married,basic.4y,Elementary,Medium Income,no,yes,no,Has Obligations
4813,34,30-39,blue-collar,divorced,basic.9y,Elementary,Low Income,no,yes,no,Has Obligations
4814,23,20-29,blue-collar,single,high.school,Secondary,Low Income,no,no,no,No Obligations
4815,29,20-29,student,single,university.degree,Advanced,No Income,no,no,no,No Obligations
4816,54,50-59,unemployed,married,university.degree,Advanced,No Income,no,no,no,No Obligations
4817,30,20-29,self-employed,married,university.degree,Advanced,High Income,no,yes,no,Has Obligations
4818,25,20-29,technician,married,professional.course,Secondary,Medium Income,no,no,no,No Obligations
4819,27,20-29,technician,married,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
4820,46,40-49,management,married,high.school,Secondary,High Income,no,no,no,No Obligations
4821,46,40-49,management,married,high.school,Secondary,High Income,no,yes,no,Has Obligations
4822,31,30-39,student,married,high.school,Secondary,No Income,no,no,no,No Obligations
4823,38,30-39,blue-collar,single,basic.6y,Elementary,Low Income,no,yes,yes,Has Obligations
4824,34,30-39,student,divorced,basic.6y,Elementary,No Income,no,yes,no,Has Obligations
4825,57,50-59,management,married,basic.4y,Elementary,High Income,no,no,yes,Has Obligations
4826,34,30-39,technician,married,high.school,Secondary,Medium Income,no,yes,yes,Has Obligations
4827,54,50-59,blue-collar,divorced,basic.4y,Elementary,Low Income,no,yes,yes,Has Obligations
4828,27,20-29,blue-collar,married,high.school,Secondary,Low Income,no,yes,no,Has Obligations
4829,26,20-29,admin.,married,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
4830,31,30-39,blue-collar,single,basic.4y,Elementary,Low Income,no,yes,no,Has Obligations
4831,40,30-39,retired,divorced,basic.4y,Elementary,Medium Income,no,no,no,No Obligations
4832,39,30-39,blue-collar,married,university.degree,Advanced,Low Income,no,yes,no,Has Obligations
4833,32,30-39,technician,married,basic.6y,Elementary,Medium Income,no,yes,no,Has Obligations
4834,31,30-39,blue-collar,single,basic.4y,Elementary,Low Income,no,yes,yes,Has Obligations
4835,27,20-29,technician,single,university.degree,Advanced,Medium Income,no,no,no,No Obligations
4836,41,40-49,blue-collar,single,basic.4y,Elementary,Low Income,no,yes,no,Has Obligations
4837,45,40-49,blue-collar,divorced,high.school,Secondary,Low Income,no,yes,yes,Has Obligations
4838,45,40-49,blue-collar,divorced,high.school,Secondary,Low Income,no,no,no,No Obligations
4839,54,50-59,blue-collar,married,high.school,Secondary,Low Income,no,no,yes,Has Obligations
4840,30,20-29,entrepreneur,single,university.degree,Advanced,High Income,no,no,no,No Obligations
4841,30,20-29,admin.,single,basic.9y,Elementary,Medium Income,no,yes,no,Has Obligations
4842,49,40-49,housemaid,married,professional.course,Secondary,No Income,no,yes,no,Has Obligations
4843,22,20-29,technician,single,basic.9y,Elementary,Medium Income,no,no,no,No Obligations
4844,54,50-59,blue-collar,married,high.school,Secondary,Low Income,no,yes,no,Has Obligations
4845,46,40-49,blue-collar,single,basic.9y,Elementary,Low Income,no,no,no,No Obligations
4846,26,20-29,self-employed,single,professional.course,Secondary,High Income,no,yes,no,Has Obligations
4847,30,20-29,self-employed,married,university.degree,Advanced,High Income,no,no,no,No Obligations
4848,48,40-49,technician,married,basic.9y,Elementary,Medium Income,no,no,yes,Has Obligations
4849,41,40-49,entrepreneur,divorced,professional.course,Secondary,High Income,no,no,no,No Obligations
4850,50,40-49,retired,divorced,basic.4y,Elementary,Medium Income,no,yes,no,Has Obligations
4851,28,20-29,services,single,basic.6y,Elementary,Low Income,no,yes,no,Has Obligations
4852,41,40-49,entrepreneur,divorced,professional.course,Secondary,High Income,no,yes,no,Has Obligations
4853,28,20-29,services,single,university.degree,Advanced,Low Income,no,no,no,No Obligations
4854,42,40-49,admin.,single,high.school,Secondary,Medium Income,no,yes,no,Has Obligations
4855,30,20-29,technician,single,professional.course,Secondary,Medium Income,no,no,yes,Has Obligations
4856,22,20-29,blue-collar,single,basic.9y,Elementary,Low Income,no,yes,yes,Has Obligations
4857,26,20-29,housemaid,single,high.school,Secondary,No Income,no,yes,yes,Has Obligations
4858,26,20-29,housemaid,single,high.school,Secondary,No Income,no,yes,no,Has Obligations
4859,51,50-59,housemaid,divorced,high.school,Secondary,No Income,no,yes,yes,Has Obligations
4860,48,40-49,technician,married,basic.6y,Elementary,Medium Income,no,no,no,No Obligations
4861,32,30-39,technician,married,high.school,Secondary,Medium Income,no,no,no,No Obligations
4862,41,40-49,entrepreneur,divorced,professional.course,Secondary,High Income,no,no,yes,Has Obligations
4863,24,20-29,services,single,university.degree,Advanced,Low Income,no,no,no,No Obligations
4864,41,40-49,entrepreneur,divorced,professional.course,Secondary,High Income,no,yes,yes,Has Obligations
4865,40,30-39,technician,married,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
4866,60,50-59,management,married,university.degree,Advanced,High Income,no,no,yes,Has Obligations
4867,26,20-29,entrepreneur,single,university.degree,Advanced,High Income,no,no,no,No Obligations
4868,32,30-39,blue-collar,divorced,professional.course,Secondary,Low Income,no,yes,no,Has Obligations
4869,52,50-59,services,married,basic.4y,Elementary,Low Income,no,yes,no,Has Obligations
4870,27,20-29,student,single,basic.9y,Elementary,No Income,no,no,no,No Obligations
4871,30,20-29,blue-collar,single,basic.6y,Elementary,Low Income,no,no,no,No Obligations
4872,51,50-59,services,single,basic.6y,Elementary,Low Income,no,yes,no,Has Obligations
4873,24,20-29,student,single,basic.4y,Elementary,No Income,no,no,no,No Obligations
4874,24,20-29,student,single,basic.4y,Elementary,No Income,no,yes,yes,Has Obligations
4875,51,50-59,services,single,basic.6y,Elementary,Low Income,no,no,no,No Obligations
4876,49,40-49,retired,single,basic.4y,Elementary,Medium Income,no,no,no,No Obligations
4877,44,40-49,entrepreneur,divorced,basic.4y,Elementary,High Income,no,no,no,No Obligations
4878,22,20-29,blue-collar,married,basic.9y,Elementary,Low Income,no,no,no,No Obligations
4879,41,40-49,services,married,professional.course,Secondary,Low Income,no,yes,no,Has Obligations
4880,32,30-39,management,single,high.school,Secondary,High Income,no,no,no,No Obligations
4881,52,50-59,housemaid,married,basic.4y,Elementary,No Income,no,no,yes,Has Obligations
4882,55,50-59,entrepreneur,married,professional.course,Secondary,High Income,no,yes,no,Has Obligations
4883,32,30-39,blue-collar,single,professional.course,Secondary,Low Income,no,yes,no,Has Obligations
4884,32,30-39,technician,married,basic.9y,Elementary,Medium Income,no,yes,no,Has Obligations
4885,53,50-59,retired,married,basic.9y,Elementary,Medium Income,no,no,no,No Obligations
4886,27,20-29,technician,married,basic.9y,Elementary,Medium Income,no,yes,yes,Has Obligations
4887,50,40-49,technician,divorced,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
4888,26,20-29,student,single,university.degree,Advanced,No Income,no,no,yes,Has Obligations
4889,32,30-39,blue-collar,married,basic.9y,Elementary,Low Income,no,no,yes,Has Obligations
4890,38,30-39,entrepreneur,married,basic.9y,Elementary,High Income,no,yes,no,Has Obligations
4891,54,50-59,blue-collar,divorced,high.school,Secondary,Low Income,no,no,no,No Obligations
4892,36,30-39,services,single,high.school,Secondary,Low Income,no,yes,no,Has Obligations
4893,37,30-39,services,married,basic.9y,Elementary,Low Income,no,no,no,No Obligations
4894,31,30-39,entrepreneur,divorced,university.degree,Advanced,High Income,no,no,no,No Obligations
4895,56,50-59,management,married,high.school,Secondary,High Income,no,yes,no,Has Obligations
4896,35,30-39,admin.,single,basic.9y,Elementary,Medium Income,no,yes,no,Has Obligations
4897,25,20-29,unemployed,married,high.school,Secondary,No Income,no,no,no,No Obligations
4898,33,30-39,blue-collar,single,basic.6y,Elementary,Low Income,no,yes,yes,Has Obligations
4899,41,40-49,services,married,professional.course,Secondary,Low Income,no,yes,yes,Has Obligations
4900,40,30-39,retired,married,basic.4y,Elementary,Medium Income,no,yes,no,Has Obligations
4901,32,30-39,unemployed,married,university.degree,Advanced,No Income,no,yes,no,Has Obligations
4902,44,40-49,technician,single,university.degree,Advanced,Medium Income,no,no,yes,Has Obligations
4903,43,40-49,entrepreneur,divorced,professional.course,Secondary,High Income,no,no,yes,Has Obligations
4904,41,40-49,services,married,professional.course,Secondary,Low Income,no,no,yes,Has Obligations
4905,38,30-39,blue-collar,divorced,basic.9y,Elementary,Low Income,no,no,no,No Obligations
4906,51,50-59,entrepreneur,divorced,high.school,Secondary,High Income,no,no,no,No Obligations
4907,57,50-59,retired,single,basic.9y,Elementary,Medium Income,no,no,no,No Obligations
4908,38,30-39,blue-collar,divorced,basic.9y,Elementary,Low Income,no,yes,no,Has Obligations
4909,55,50-59,entrepreneur,married,professional.course,Secondary,High Income,no,no,no,No Obligations
4910,32,30-39,technician,married,university.degree,Advanced,Medium Income,no,yes,yes,Has Obligations
4911,42,40-49,technician,divorced,university.degree,Advanced,Medium Income,no,no,yes,Has Obligations
4912,25,20-29,student,single,university.degree,Advanced,No Income,no,no,no,No Obligations
4913,31,30-39,student,single,high.school,Secondary,No Income,no,no,no,No Obligations
4914,25,20-29,unemployed,married,university.degree,Advanced,No Income,no,no,no,No Obligations
4915,53,50-59,management,married,basic.9y,Elementary,High Income,no,yes,yes,Has Obligations
4916,40,30-39,technician,single,professional.course,Secondary,Medium Income,no,yes,yes,Has Obligations
4917,46,40-49,admin.,married,university.degree,Advanced,Medium Income,no,no,yes,Has Obligations
4918,40,30-39,technician,single,professional.course,Secondary,Medium Income,no,no,no,No Obligations
4919,58,50-59,admin.,divorced,high.school,Secondary,Medium Income,no,no,no,No Obligations
4920,55,50-59,admin.,married,university.degree,Advanced,Medium Income,no,no,yes,Has Obligations
4921,27,20-29,housemaid,married,high.school,Secondary,No Income,no,yes,no,Has Obligations
4922,30,20-29,unemployed,married,basic.9y,Elementary,No Income,no,no,no,No Obligations
4923,28,20-29,housemaid,married,high.school,Secondary,No Income,no,no,no,No Obligations
4924,41,40-49,self-employed,married,basic.9y,Elementary,High Income,no,no,no,No Obligations
4925,52,50-59,unemployed,married,university.degree,Advanced,No Income,no,no,yes,Has Obligations
4926,53,50-59,management,married,basic.9y,Elementary,High Income,no,no,yes,Has Obligations
4927,22,20-29,blue-collar,married,professional.course,Secondary,Low Income,no,yes,no,Has Obligations
4928,41,40-49,self-employed,divorced,professional.course,Secondary,High Income,no,no,no,No Obligations
4929,29,20-29,blue-collar,married,basic.9y,Elementary,Low Income,no,yes,yes,Has Obligations
4930,32,30-39,blue-collar,divorced,professional.course,Secondary,Low Income,no,no,no,No Obligations
4931,52,50-59,technician,married,professional.course,Secondary,Medium Income,no,no,yes,Has Obligations
4932,43,40-49,technician,divorced,basic.9y,Elementary,Medium Income,no,no,no,No Obligations
4933,28,20-29,admin.,married,professional.course,Secondary,Medium Income,no,no,no,No Obligations
4934,45,40-49,unemployed,married,university.degree,Advanced,No Income,no,yes,no,Has Obligations
4935,54,50-59,blue-collar,single,university.degree,Advanced,Low Income,no,yes,no,Has Obligations
4936,56,50-59,management,married,basic.6y,Elementary,High Income,no,no,no,No Obligations
4937,26,20-29,technician,married,high.school,Secondary,Medium Income,no,no,no,No Obligations
4938,24,20-29,self-employed,single,professional.course,Secondary,High Income,no,yes,no,Has Obligations
4939,56,50-59,admin.,single,basic.9y,Elementary,Medium Income,no,no,no,No Obligations
4940,31,30-39,entrepreneur,married,university.degree,Advanced,High Income,no,no,no,No Obligations
4941,31,30-39,technician,single,basic.9y,Elementary,Medium Income,no,yes,no,Has Obligations
4942,27,20-29,unemployed,single,university.degree,Advanced,No Income,no,yes,no,Has Obligations
4943,45,40-49,blue-collar,divorced,basic.9y,Elementary,Low Income,no,no,yes,Has Obligations
4944,56,50-59,admin.,single,basic.9y,Elementary,Medium Income,no,no,yes,Has Obligations
4945,39,30-39,blue-collar,single,high.school,Secondary,Low Income,no,yes,yes,Has Obligations
4946,33,30-39,entrepreneur,married,university.degree,Advanced,High Income,no,no,no,No Obligations
4947,26,20-29,blue-collar,divorced,high.school,Secondary,Low Income,no,no,no,No Obligations
4948,26,20-29,blue-collar,single,high.school,Secondary,Low Income,no,yes,yes,Has Obligations
4949,31,30-39,housemaid,married,high.school,Secondary,No Income,no,yes,no,Has Obligations
4950,48,40-49,blue-collar,single,basic.6y,Elementary,Low Income,no,yes,no,Has Obligations
